timestamp,substrate_type,substrate_quantity,substrate_composition_organic_matter,substrate_composition_nitrogen,substrate_composition_carbon,ambient_temperature,digester_insulation_factor,liquid_level_percentage,turbidity_value,conductivity_value,gas_production_rate,ch4_percentage,optimal_temperature,optimal_ph,optimal_airflow
2023-01-01 00:00:00,OMW,510.6940880822617,80.33634516512893,2.2471847464641663,32.37909341075157,30.627077444296802,0.8364281450187795,71.79508146870016,80.48988428753808,17771.52037448525,23.6735614618671,57.58853045962508,37.27609618916346,7.041025096141448,5.753311207553363
2023-01-01 01:00:00,OMW,563.1512726429893,84.85895265555833,2.2758412589501096,47.93482557053483,24.309381130667656,0.8863723516582399,96.97732969150651,573.2367298794293,14605.582223504267,14.692036253491844,56.07245668902626,38.52441225783062,7.262374000740473,3.7564009238063027
2023-01-01 02:00:00,OMW_mixed,623.4657927712731,78.32546553434577,1.5320068269021758,35.782697106979626,26.11162939590262,0.7694730393554747,73.49845575072047,669.2283544425767,18976.20225838322,22.610574512696633,60.21109377287461,36.95819360602328,7.058273515611995,7.179682608518882
2023-01-01 03:00:00,OMW,464.9067210684362,69.03480998976724,2.5287888165476637,40.870631470887155,13.84371606568827,0.8483364094666037,77.90481654602843,257.82852522804546,18254.149834317977,24.545036485323788,67.40118422207661,37.80535511525205,7.144824286073729,3.197002348934829
2023-01-01 04:00:00,OMW,573.0055731844863,56.845971787934005,2.8137684489931294,42.949238570670104,35.03280715571742,0.8843871392634816,71.42749200231579,647.3767909678729,14443.60082771819,34.70807312493287,60.030006320799124,37.992066675719975,7.227668749755904,6.961400373496282
2023-01-01 05:00:00,OMW_mixed,480.53603782889843,82.95638132479449,2.2181078626166575,45.15248224736002,26.95138446243199,0.5942039775630917,69.19476544946482,524.3234301369176,16810.15227506369,11.754611437249013,61.42379494845197,37.37398396961942,7.225972039601896,6.351740691797977
2023-01-01 06:00:00,OMW,410.00764459412505,63.04814537001238,2.928263129139661,40.47098045167238,19.235315223697086,0.8216081122849026,69.98238694615458,263.3482808335067,17001.36621787582,21.853890620083206,64.34760741176414,37.319541048429954,7.167214191526082,4.383393108374567
2023-01-01 07:00:00,OMW_mixed,493.46806891032656,73.95297887596496,2.4493199137453736,37.75790217059203,22.34283448284842,0.7911687532349678,81.52021672171426,486.72193546196314,15845.12950957139,23.01190322836072,55.15585522038148,36.99484599629885,7.265359101384528,3.9337214346906517
2023-01-01 08:00:00,OMW_mixed,547.1332445181837,71.60001262128709,2.7169779447361666,39.952668039692924,28.39928456503693,0.8119903658176622,84.46691317506783,242.75134261527432,13222.667572062308,13.707653786572658,60.445622613306476,37.60671393609643,7.083285931706786,4.688674833125469
2023-01-01 09:00:00,OMW_mixed,492.5174082715669,67.71503279545121,1.7779229448554377,44.83510294731882,28.252244044066522,0.5957700966776476,71.4425401871918,516.3311980219806,13353.869725221495,36.73994208176892,56.92070706083179,37.255072849033134,7.0193869744575474,5.939551584952703
2023-01-01 10:00:00,OMW_diluted,603.2198950314902,65.60301552787979,2.4664296623719717,41.16606352040745,13.587751410585962,0.6793593800751141,65.38146671562251,1037.4769121979195,11768.32782479643,16.963365883341034,62.50761290635669,36.76722551300948,6.961414650452124,5.947097229918269
2023-01-01 11:00:00,OMW_mixed,712.8503556231026,84.8421039630314,2.384801204938964,43.40862622838431,31.341263394822946,0.7503270487441176,65.64169661290902,417.2910359749703,13932.891830621887,23.935434276393753,63.25735362381079,37.72709341481025,7.271900853466699,9.0010789645888
2023-01-01 12:00:00,OMW,589.6791045012983,80.41440500613092,2.0751553674518695,39.59682878303421,21.43352377542279,0.7595217154784017,84.6445499193382,578.1647251932633,18114.128188927985,37.53003553799686,68.07143637838182,37.87900383275675,7.1916476446344895,3.8614368710102953
2023-01-01 13:00:00,OMW_diluted,349.2792332317381,65.24876902821154,1.9966354943646576,33.63442284487158,26.48931812844952,0.7072788925189417,78.78444342284224,553.8671517898905,14384.197858039895,13.098973707706493,58.93113038969359,36.88063354248861,7.163146631610972,2.617067335294396
2023-01-01 14:00:00,OMW_mixed,536.2632311578197,66.07702252279495,3.2379086747874495,39.86608928301923,11.238268953853186,0.9344377967231562,68.60033314958135,390.0746513903133,9966.025808487728,15.740842909189075,62.037893124080554,37.24702161720312,7.137795980394068,4.971922297479115
2023-01-01 15:00:00,OMW,485.14576412329063,68.05102209227343,1.6035298824202047,41.976266361825985,17.312405701076642,0.8475764605654408,73.94633914147967,582.1532680661451,12874.71762368568,16.59321621218931,55.604501867264744,37.58217933723931,6.955548004804273,4.584266194889652
2023-01-01 16:00:00,OMW_mixed,619.6586669294693,86.16478407306312,2.460314692681938,46.45730023486536,29.358051960857896,0.864348090346184,91.22256762499396,537.1935692048851,19883.155233137288,23.49659404174718,66.59080792245379,37.29286822375673,7.14195170748989,5.279847882848691
2023-01-01 17:00:00,OMW_mixed,355.4830588418068,83.8166219992382,2.4349514177230045,37.022590929476934,28.52612106760717,0.849390133112545,73.87839854930263,403.05529861503635,6905.39687686843,30.760761658870564,58.454383087257106,36.73490892860563,7.115527928322165,3.6479098545407567
2023-01-01 18:00:00,OMW_diluted,783.8485994850373,81.95464397633545,2.0649264196490345,37.94076043356796,17.246073824286732,0.7883201570370578,86.96516540478191,351.66519441111666,17750.361527214176,25.06173846222363,62.46668677452123,37.8091681833776,7.199565726428107,5.028147208503785
2023-01-01 19:00:00,OMW_mixed,295.4551529394555,88.03355808002314,2.3999904750486483,28.815251389473822,17.95988869538182,0.9037181652776415,87.61660157367133,445.93598608493664,11753.547866197328,21.941576681182987,50.482237844908205,37.439724847526534,7.295076948612408,1.0
2023-01-01 20:00:00,OMW_mixed,429.72977071073774,65.64806028500644,2.0529775090038442,35.61162816607869,21.012039122759116,0.5617439312448851,69.29452506079643,406.6141788953894,13587.22247448605,33.21581790822843,51.8999503775303,36.76507704817869,7.137169405200423,3.5232771273327934
2023-01-01 21:00:00,OMW_mixed,566.8901970240256,69.07772691271371,3.134320658073892,41.344105084984044,15.539637181134669,0.8129356492060231,65.99590399244538,643.127708363071,17862.50748361727,30.696188480075083,65.81637986703093,37.39660603015988,6.965220472028434,5.199013760189244
2023-01-01 22:00:00,OMW_diluted,579.6195056846249,70.31011680818474,3.234045469108673,38.49645984977009,21.435824239403725,1.0294310149554082,69.64590811890959,106.70484350166976,18634.983085084717,38.88240690541673,63.220195945158345,37.129642510858474,7.068765608079164,6.221772181703098
2023-01-01 23:00:00,OMW_diluted,581.1518278310676,62.75438072212924,2.3251613263571214,45.521128229430715,33.60008261328112,0.8287308550533222,69.83357471143397,439.89906726262745,16096.68151487084,24.882746594426198,70.99996621827268,36.62497105105376,7.181771010177413,7.2787738775975415
2023-01-02 00:00:00,OMW,366.7063118087491,70.62266638144008,2.1138457821312278,40.85777547179399,18.471580608777185,0.7078212253983788,76.96766224715566,563.3089983703704,12733.45586550574,23.561677312361873,52.55202905861743,37.357225206904886,7.064805384686917,2.4451293970993238
2023-01-02 01:00:00,OMW_mixed,480.0214522273136,65.92650359425969,3.222548646871726,44.55173086164548,26.656251647005572,0.857307192043677,72.53512560944368,284.0789612735099,9321.978485105963,38.366362993952535,64.28418587090196,37.57770353154515,7.236379407644845,5.823818399586669
2023-01-02 02:00:00,OMW,581.3713983642322,63.41697888874537,2.0440237443054023,41.26248686209101,26.833377902670016,0.9283980428444618,67.80635899998155,570.2009994015203,14399.205743607601,28.05005278626165,71.47205894798813,37.1308250558558,7.091234841155639,6.318672240330156
2023-01-02 03:00:00,OMW_diluted,562.4854944602713,81.35882947575237,1.7099674656633053,35.53126699601605,21.391487742715793,0.8900995844075068,86.31134855688573,794.264060367613,15329.62433705407,26.677798533178517,48.280988005013384,36.39265591612393,7.077421336211169,3.7983381538330128
2023-01-02 04:00:00,OMW,710.713124312015,86.65034767582229,2.3526239505558144,53.0608402488581,27.335324669566987,0.8078483451760023,79.70607909815375,753.7195909285093,18543.805464736302,29.036289341959662,62.51020160247016,37.61051465644942,7.141416556523036,7.478175377228801
2023-01-02 05:00:00,OMW,459.42040613041627,89.63191988680236,2.104157058200394,40.07487972871075,24.069694021009894,0.8543852181640789,82.66319517070418,582.48100401276,13545.982221104683,31.322855580337343,56.779172443254225,37.95194839296079,7.065154244817301,4.593928134653024
2023-01-02 06:00:00,OMW_diluted,468.3816874660128,69.35647440257786,2.2682974077957074,38.45613526377093,15.638165907746183,0.9275341184175964,74.4164301362129,559.9054638100988,13640.452353190463,13.52567082238747,55.85645075462457,37.00003421738731,7.016029526531476,4.691841732856748
2023-01-02 07:00:00,OMW_diluted,595.4754312814526,57.55611334154749,1.973716974267902,37.47346321006006,21.65176456304368,0.719354655595227,67.24162731326228,439.0685606582912,16443.289236503602,30.1011960330831,63.250245682014544,36.87878945504423,6.900348422446431,6.070335244346201
2023-01-02 08:00:00,OMW_mixed,453.9514528055457,67.65187575750352,2.3867059292604407,42.6600123645304,21.418879751646323,0.7955107165426888,67.14694111859478,498.50045390618425,13015.379024531101,18.606909455786646,65.3578669134364,37.449251347892435,7.108919379194721,5.059881059482101
2023-01-02 09:00:00,OMW_diluted,482.32545570729013,67.06741207029154,1.2631239252849398,33.87941030080378,25.390190162693486,0.8550983520371519,66.8462463155125,523.3972789972936,15609.41249157701,39.20364839663732,60.77381352569689,36.91120920668629,7.272388317749155,5.325888829673896
2023-01-02 10:00:00,OMW_diluted,446.1779813032252,79.12967032699534,2.211352815237454,40.17400931941666,27.496476716926626,0.840138591878043,62.65131631303741,467.50595313321134,15507.856951665155,22.456839986846173,48.685780336079986,36.66069430363445,7.1317040444279165,6.372967901959436
2023-01-02 11:00:00,OMW,537.8150749931497,86.47411328269563,3.1934288804104325,47.98509940268177,4.580545351473004,0.8653028900394831,68.32352970900072,555.2703064660709,19871.816705202385,31.860906559677968,53.989093240745945,37.57743736861026,7.1560960056685055,3.45977678275247
2023-01-02 12:00:00,OMW,406.9248668097522,67.90202200451178,2.3262899128862804,38.79585701899387,23.29813968060476,0.7296440655772006,78.76414148014388,271.74123660889245,14148.015979704498,27.275863287306976,67.72417043825806,37.48027554008785,6.946542744959919,2.948248769034061
2023-01-02 13:00:00,OMW_diluted,575.0982293995243,76.36485052357833,2.890264517336333,43.9530190552639,9.363778266616391,0.8907967549290947,70.62516693620611,674.5163251771205,16210.201663377748,36.957016430435566,57.33865568671767,36.8737384900722,7.0475568670602335,3.9735215434611852
2023-01-02 14:00:00,OMW_diluted,576.6870731339742,76.57087001113501,2.1344949240468916,42.64855557492432,21.691098198199864,0.6616774199260294,71.07994516013976,606.3559743322354,18805.444877131835,12.93145324252028,61.8242435400409,37.16205452949544,7.064470951173038,5.076514939861165
2023-01-02 15:00:00,OMW_diluted,572.791310203112,63.51151880320681,2.3171703714582295,42.1294170112346,18.491612167836905,0.9076655153283051,75.71002288776918,652.5254243728314,10263.545052501962,22.91248443521267,56.820618393145914,36.80969998568069,7.006804159417327,5.327886299716322
2023-01-02 16:00:00,OMW_mixed,559.6762674037594,62.208704218572414,2.5239363548488214,41.029695346564296,20.24719565588051,0.8255417859839953,76.03598018016027,403.53569680998635,18304.515153708082,25.211846938648414,54.99410249091058,37.122531908149746,7.191519523458347,4.8779419441530605
2023-01-02 17:00:00,OMW,290.8334917265498,65.91542625153134,1.5258453207997653,44.504079158252615,22.576581361409666,0.7445510810353346,67.84436805416226,397.20609228177386,15000.834208052815,18.248431738240413,51.506764856182556,37.205860503110195,7.304647823917973,2.4713611675361102
2023-01-02 18:00:00,OMW_mixed,523.4820917275982,86.59782916310903,3.3226191752500984,31.421876724740955,22.30775951926854,0.7803065852493012,87.42368028081201,686.0565724405888,15450.155238441976,29.12905032004784,55.99027341991935,37.20766614707246,7.148036645585685,2.7799469201893476
2023-01-02 19:00:00,OMW_mixed,536.8036781940156,60.11847193464631,2.33284369932919,30.770037531152663,31.931736336099462,0.7830880222986952,84.10067225929065,485.6937011981929,18821.056533425308,30.102676939929516,67.48586580636074,37.0533979091302,7.128850630752791,5.389247728121268
2023-01-02 20:00:00,OMW,384.536896765636,68.73320854588422,2.5789753624208003,46.19203298497553,15.756914675129226,0.8240900262033107,77.4117787649049,395.2806477510633,21019.43490256588,31.997833293088107,58.489143984344075,37.37881589564963,7.041613709365216,1.7860917126032005
2023-01-02 21:00:00,OMW,373.3235311513788,62.388902454698865,2.6268026019965163,37.70981290818955,16.007473943589098,0.7716907030614554,70.58741835107462,330.43263286063296,14156.376870127324,28.33687246198815,50.474145507529364,37.32734788947593,7.172695153494685,3.2880874391833084
2023-01-02 22:00:00,OMW_mixed,530.8794128007156,54.92384980349087,3.457031884131651,36.198315203133944,15.958191032757455,0.8628154000955406,72.4484859413777,332.27821201247775,17510.682016867337,32.04809947098455,55.53264045772343,37.149387844808324,7.096902118989384,4.973318919571558
2023-01-02 23:00:00,OMW_diluted,534.1651571444993,89.54572468049244,2.1776257242788346,37.218826587436254,22.631657185199916,0.8268620722451615,76.81677657886326,511.0089742399264,16089.681798826703,41.417505965702006,53.45977959966497,37.567046748219475,7.029575193237001,4.638208345312224
2023-01-03 00:00:00,OMW_mixed,504.1230106872298,71.57666435521132,1.4536586013818953,38.8666100903963,24.741869360715683,0.7853457096231288,70.30014116245121,523.5224265550382,13752.312673383447,29.90238871560271,56.578973751984684,37.27819671834133,7.120185910973334,4.936118250858246
2023-01-03 01:00:00,OMW_diluted,579.1638222486783,81.61875262916655,2.397812770077321,37.62390444944755,26.174212267329338,0.7963392792105506,70.17655728504965,326.4434133785726,10849.924145989518,23.99814417302385,47.00799792440712,36.62138415416663,7.095694059433692,6.676660226243852
2023-01-03 02:00:00,OMW_mixed,548.7976403077499,71.57885985413795,3.356658112164136,33.38048509542008,15.26858146519082,0.8067598314569607,70.38217096321937,657.9070526069888,15748.733140412094,11.960628953534872,59.29423074603658,36.59027830783137,6.99386662163617,4.883272724548943
2023-01-03 03:00:00,OMW,566.9545696919713,73.8762977764116,2.093876842821015,40.94331021966818,14.02795707872102,0.7206980558481313,72.45885666747259,600.7190494211048,24956.821801948234,36.02449427953447,63.41521390865508,38.584169329264824,7.228615087478166,5.2032396984831335
2023-01-03 04:00:00,OMW,549.4672989436361,74.74589442091474,2.7937493881969617,38.44230681519066,14.82489266817802,0.6113543992475158,73.69770929594446,208.81667524801946,13711.577519605424,17.780689843652993,54.74353815562152,37.599215041678534,7.075157316380336,5.007908845612582
2023-01-03 05:00:00,OMW,548.4600005209073,73.23259228601329,2.715708276164644,35.517152418999274,19.433480588368706,0.7835253680051183,65.69350208949211,561.7597895425421,20873.277762604986,35.138242312448085,66.14279811015251,38.040923251708634,7.174318620272543,5.8056810620548385
2023-01-03 06:00:00,OMW_diluted,610.1073611660681,59.51767572601403,1.9376155013221448,30.86830171974241,34.74798153388569,0.7884676740884244,80.84781769263464,583.8535229177895,16522.31085826194,33.02079351545404,61.49944294107928,36.61322963203438,7.0659541844822265,5.929001470253645
2023-01-03 07:00:00,OMW_mixed,502.1990050329533,79.55019961228278,2.4459950679079525,40.808186216806526,5.797448098273273,0.8512177899298786,85.67668277802105,313.2081845682833,16645.878750984735,21.303927928614193,56.201350952929786,37.38140884862628,7.1347683961159305,2.1158791591860537
2023-01-03 08:00:00,OMW,613.4826441661457,78.11618347225853,1.910575817581019,34.99287241209753,10.301508648123264,0.7204235114692825,79.94975074427808,599.7586522589586,14856.039866250858,36.765185206411914,56.96157908585334,37.51157599783448,7.3503543729306315,4.150394265468692
2023-01-03 09:00:00,OMW,600.0650051482119,84.40662984513837,2.235083038378954,39.34131863285202,16.174724379965774,0.9658139879150752,66.72897970426715,630.9784867999531,14763.250277388566,24.096243368869644,56.784719708540706,37.56241008979506,7.19053148795032,5.3944956333835465
2023-01-03 10:00:00,OMW,412.80539396800225,88.69054275876297,1.7155341417409236,32.93044444480506,26.897976434133152,0.8818686486079503,86.53952342219007,877.484820792472,13519.24585832321,28.213290810539046,50.62102616522466,38.08329896167628,7.151167639341559,3.3519342958156337
2023-01-03 11:00:00,OMW,646.7742769896638,73.94567636736683,3.241209743922958,40.758954735465274,17.153449426145063,0.63328325060218,76.62664872769896,332.11934884059144,15647.881829766251,36.34892043090285,72.65530678040093,38.26958825709199,7.080475823269514,5.8673372408155355
2023-01-03 12:00:00,OMW,560.5417375442258,88.09737382812861,2.2780399843177315,41.23367804413818,17.348740976479455,0.7768414842882874,76.0716500582946,496.7729120293465,16181.386714327618,31.24540503836555,63.388164475123126,38.16567185126342,7.040448176438845,4.3832511821724855
