timestamp,temperature_digester,temperature_gradient_24h,ph_level,ph_gradient_6h,ch4_percentage,co2_percentage,h2s_ppm,gas_ratio_ch4_co2,pressure_internal,pressure_gradient_1h,liquid_level_percentage,level_change_rate,conductivity_value,conductivity_gradient_12h,turbidity_value,gas_flow_rate,gas_flow_stability,substrate_input_flow,foam_detection_binary,system_vibration,anomaly_label,anomaly_type
2023-01-01 00:00:00,37.16569891779838,0.15252661891539673,7.339644708861788,-0.005244442733945753,64.52567849801274,33.647886777033946,17.820206534118753,1.6389321207126004,101.06642125968713,0.09919368512348924,75.95620311425093,-0.043730586525274194,16704.80817886302,3.9718992139915232,588.3151061494685,27.1857781242951,0.7847014156660755,9.560917084248333,0.0,5.968749455051816,0,normal
2023-01-01 01:00:00,34.488360166261195,0.04615905972840695,7.162121593216501,0.011539727073671778,60.45466021799118,34.88070040320714,20.630998176684127,1.775737595236889,109.04708140104171,1.0434355012006633,68.52391833270987,0.2541108711915316,13788.422905039977,-103.4391453958816,539.1771427986587,22.97414695636116,0.852073107887231,8.954407561731076,0.0,6.221513794357796,0,normal
2023-01-01 02:00:00,36.11554227330208,-0.24317747545402943,7.261527700089583,0.060284690592823036,56.51478550617696,36.74232628253816,10.36008223084979,1.7904567858717353,115.25138130238965,-0.9101495158404256,80.78176613242965,0.20355846177886713,15014.681479536675,36.377131241348174,516.2829692254669,30.510289221204136,0.9184416303050964,10.678260948520553,0.0,4.943222106589312,0,normal
2023-01-01 03:00:00,38.20886192819856,-0.032116545129237555,7.588382152215888,-0.017028753491830015,56.10314789297899,32.62375318002078,18.671150360641303,1.6555636390832609,108.4487880261063,-0.11152887461536867,76.6017548615005,-0.272123738240215,14108.32140692093,49.03467605125123,458.2703818746475,24.15657651152212,0.8909574690740717,11.790709668826278,0.0,3.869053930354623,0,normal
2023-01-01 04:00:00,37.50369137400715,0.2095814398095227,7.1331131938401695,0.008231555542806818,60.03960728792421,35.061951673712294,45.505424696575005,1.7965442539252974,103.16787880016993,1.1288396542445418,63.463144917191265,-0.19537448872273963,10937.20423164349,-126.23645946867757,418.1639878609652,29.306707760588516,0.8357030009517643,9.231121601156698,0.0,5.16854646474788,0,normal
2023-01-01 05:00:00,36.96360111061375,0.27453041133162587,7.391761365333562,-0.07099205690057639,63.00012975504279,31.312050400039027,37.44533130435919,1.6750314449665271,112.70037882726366,-0.1993625017325796,66.69486834812578,-0.05676788954644515,15686.039201706923,-85.95376901727424,625.6780205073653,31.052098852556394,0.8055744961948671,9.865902479705259,0.0,5.329655397223354,0,normal
2023-01-01 06:00:00,37.28127730072263,-0.5576994867470785,6.9951058372036155,0.03220929109496736,63.03615774601014,35.266353046581145,19.388020991875035,1.595714031070773,108.1905146152367,0.6609041666189435,80.2637182448432,-0.7137356770687682,13249.695709453827,272.38164270342867,625.30448199436,29.392260098211164,0.8373662246981469,10.085186165393495,0.0,6.927835683575172,0,normal
2023-01-01 07:00:00,44.91238491677332,8.0,7.3605627405190805,0.005970690191838917,58.431368301485705,33.84191439369385,8.546250935424686,1.7199672780189539,106.57758466383889,-0.34630364625306376,65.98572625592678,0.3488147875109973,15625.514924393558,6.53363156796911,340.83003369691573,17.28805331739975,0.661578865141256,9.179687373455764,0.0,7.716357694703836,1,temperature_spike
2023-01-01 08:00:00,37.16328614383187,-0.19733957100024793,7.233040634952557,-0.023447969035275296,55.96008947139805,32.371606641363584,27.620119750614464,1.66269044065728,107.32948744531369,-0.8906165930199391,69.64980335720554,-0.35247892722357266,15317.229302330545,-4.106394996564255,571.9832987577488,30.315999528305078,0.9708050229698851,10.869022761792463,0.0,5.33564051519547,0,normal
2023-01-01 09:00:00,38.072691125887815,0.23655751569438951,7.1476589538639,0.021957425253038357,62.029651490460715,33.51861584557284,12.997655589884177,1.8176478265433191,107.69295571904541,-0.33132694154515796,79.00439057497873,-0.2964623460711549,15598.177866674469,-20.3843418423046,664.4419111443608,18.94079433392925,0.8860937500950016,11.129884329467751,0.0,5.090396923092512,0,normal
